"住所CD"	"都道府県CD"	"市区町村CD"	"町域CD"	"郵便番号"	"事業所フラグ"	"廃止フラグ"	"都道府県"	"都道府県カナ"	"市区町村"	"市区町村カナ"	"町域"	"町域カナ"	"町域補足"	"京都通り名"	"字丁目"	"字丁目カナ"	"補足"	"事業所名"	"事業所名カナ"	"事業所住所"	"新住所CD"
969600700	7	7202	72020069	"969-6007"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町北後庵"	"キタアイヅマチキタゴアン"									
969618900	7	7202	72020070	"969-6189"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町小松"	"キタアイヅマチコマツ"									
965012600	7	7202	72020071	"965-0126"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町鷺林"	"キタアイヅマチサギバヤシ"									
969618400	7	7202	72020072	"969-6184"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町三本松"	"キタアイヅマチサンボンマツ"									
965011100	7	7202	72020073	"965-0111"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町下荒井"	"キタアイヅマチシモアライ"									
969601300	7	7202	72020074	"969-6013"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町下野"	"キタアイヅマチシモノ"									
969618500	7	7202	72020075	"969-6185"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町下米塚"	"キタアイヅマチシモヨネヅカ"									
965012800	7	7202	72020076	"965-0128"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町十二所"	"キタアイヅマチジュウニショ"									
969600600	7	7202	72020077	"969-6006"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町新在家"	"キタアイヅマチシンザイケ"									
965011500	7	7202	72020078	"965-0115"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町舘"	"キタアイヅマチタテ"									
965011700	7	7202	72020079	"965-0117"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町田村山"	"キタアイヅマチタムラヤマ"									
965013500	7	7202	72020080	"965-0135"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町寺堀"	"キタアイヅマチテラボリ"									
969600100	7	7202	72020081	"969-6001"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町天満"	"キタアイヅマチテンマン"									
965013100	7	7202	72020082	"965-0131"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町中荒井"	"キタアイヅマチナカアライ"									
965011000	7	7202	72020083	"965-0110"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町中里"	"キタアイヅマチナカザト"									
969600300	7	7202	72020084	"969-6003"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町西麻生"	"キタアイヅマチニシアソウ"									
969601100	7	7202	72020085	"969-6011"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町西後庵"	"キタアイヅマチニシゴアン"									
965011200	7	7202	72020086	"965-0112"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町白山"	"キタアイヅマチハクサン"									
965013400	7	7202	72020087	"965-0134"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町東麻生"	"キタアイヅマチヒガシアソウ"									
969618800	7	7202	72020088	"969-6188"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町東小松"	"キタアイヅマチヒガシコマツ"									
969619200	7	7202	72020088	"969-6192"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町東小松"	"キタアイヅマチヒガシコマツ"						"医療法人　明精会　会津西病院"	"イリヨウホウジン　メイセイカイ　アイヅニシビヨウイン"	"北会津町東小松２３３５番地"	
965013300	7	7202	72020089	"965-0133"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町二日町"	"キタアイヅマチフツカマチ"									
969600400	7	7202	72020090	"969-6004"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町古麻生"	"キタアイヅマチフルアソウ"									
969618600	7	7202	72020091	"969-6186"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町古館"	"キタアイヅマチフルダテ"									
965013200	7	7202	72020092	"965-0132"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町ほたるの森"	"キタアイヅマチホタルノモリ"									
965012900	7	7202	72020093	"965-0129"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町本田"	"キタアイヅマチホンダ"									
969600500	7	7202	72020094	"969-6005"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町松野"	"キタアイヅマチマツノ"									
965010100	7	7202	72020095	"965-0101"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町真宮"	"キタアイヅマチマミヤ"									
969601500	7	7202	72020096	"969-6015"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町水季の里"	"キタアイヅマチミズキノサト"									
965011400	7	7202	72020097	"965-0114"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町宮ノ下"	"キタアイヅマチミヤノシタ"									
965012400	7	7202	72020098	"965-0124"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町宮袋"	"キタアイヅマチミヤブクロ"									
965012700	7	7202	72020099	"965-0127"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町宮袋新田"	"キタアイヅマチミヤブクロシンデン"									
969618000	7	7202	72020100	"969-6180"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北会津町両堂"	"キタアイヅマチリョウドウ"									
965082400	7	7202	72020101	"965-0824"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北青木"	"キタアオキ"									
965001500	7	7202	72020102	"965-0015"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"北滝沢"	"キタタキザワ"									
965003300	7	7202	72020103	"965-0033"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"行仁町"	"ギョウニンマチ"									
965081200	7	7202	72020104	"965-0812"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"慶山"	"ケイザン"									
965082300	7	7202	72020105	"965-0823"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"建福寺前"	"ケンプクジマエ"									
965008200	7	7202	72020106	"965-0082"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町榎木檀"	"コウザシマチエノキダン"									
965006800	7	7202	72020107	"965-0068"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町小見"	"コウザシマチオミ"									
965008300	7	7202	72020108	"965-0083"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町上神指"	"コウザシマチカミコウザシ"									
965006200	7	7202	72020109	"965-0062"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町北四合"	"コウザシマチキタシゴウ"									
965006400	7	7202	72020110	"965-0064"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町黒川"	"コウザシマチクロカワ"									
965006700	7	7202	72020111	"965-0067"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町下神指"	"コウザシマチシモコウザシ"									
965006100	7	7202	72020112	"965-0061"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町高久"	"コウザシマチタカク"									
965006300	7	7202	72020113	"965-0063"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町高瀬"	"コウザシマチタカセ"									
965008700	7	7202	72020114	"965-0087"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町高瀬新田"	"コウザシマチタカセシンデン"									
965006900	7	7202	72020115	"965-0069"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町天満"	"コウザシマチテンマン"									
965006500	7	7202	72020116	"965-0065"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町中四合"	"コウザシマチナカシゴウ"									
965008100	7	7202	72020117	"965-0081"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町西城戸"	"コウザシマチニシキド"									
965008500	7	7202	72020118	"965-0085"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町如来堂"	"コウザシマチニョライドウ"									
965008000	7	7202	72020225	"965-0080"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町橋本"	"コウザシマチハシモト"									
965008900	7	7202	72020222	"965-0089"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町東城戸"	"コウザシマチヒガシキド"									
965851100	7	7202	72020222	"965-8511"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町東城戸"	"コウザシマチヒガシキド"						"会津天宝醸造　株式会社"	"アイヅテンポウジヨウゾウ　カブシキガイシヤ"	"神指町東城戸２０２番地"	
965008400	7	7202	72020119	"965-0084"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町東神指"	"コウザシマチヒガシコウザシ"									
965008600	7	7202	72020120	"965-0086"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町本丸"	"コウザシマチホンマル"									
965085900	7	7202	72020226	"965-0859"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町幕内"	"コウザシマチマクウチ"									
965085800	7	7202	72020121	"965-0858"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町南四合"	"コウザシマチミナミシゴウ"									
965853000	7	7202	72020121	"965-8530"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町南四合"	"コウザシマチミナミシゴウ"						"アピタ会津若松店"	"アピタアイヅワカマツテン"	"神指町南四合幕内南１５４番地"	
965006600	7	7202	72020122	"965-0066"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"神指町横沼"	"コウザシマチヨコヌマ"									
965007300	7	7202	72020123	"965-0073"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町上沼"	"コウヤマチウワヌマ"									
965007700	7	7202	72020124	"965-0077"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町上高野"	"コウヤマチカミコウヤ"									
965007100	7	7202	72020125	"965-0071"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町木流"	"コウヤマチキナガシ"									
965007900	7	7202	72020126	"965-0079"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町界沢"	"コウヤマチサカイザワ"									
965007600	7	7202	72020127	"965-0076"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町中沼"	"コウヤマチナカヌマ"									
965007500	7	7202	72020128	"965-0075"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町中前田"	"コウヤマチナカマエダ"									
965007200	7	7202	72020129	"965-0072"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町橋本木流"	"コウヤマチハシモトキナガシ"									
965007400	7	7202	72020130	"965-0074"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町平塚"	"コウヤマチヒラツカ"									
965007800	7	7202	72020131	"965-0078"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高野町柳川"	"コウヤマチヤナガワ"									
965002300	7	7202	72020132	"965-0023"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"蚕養町"	"コガイマチ"									
965085300	7	7202	72020133	"965-0853"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"材木町"	"ザイモクマチ"									
965087100	7	7202	72020134	"965-0871"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"栄町"	"サカエマチ"									
965851000	7	7202	72020134	"965-8510"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"栄町"	"サカエマチ"						"ＮＴＴ東日本－福島　（株）　会津支店"	"エヌテイテイヒガシニホン－フクシマ　（カブ）　アイヅシテン"	"栄町２－４"	
965085400	7	7202	72020135	"965-0854"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"桜町"	"サクラマチ"									
965004700	7	7202	72020136	"965-0047"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"五月町"	"サツキマチ"									
965086400	7	7202	72020137	"965-0864"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"城西町"	"ジョウサイマチ"									
965080700	7	7202	72020138	"965-0807"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"城東町"	"ジョウトウマチ"									
965080900	7	7202	72020139	"965-0809"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"城南町"	"ジョウナンマチ"									
965004300	7	7202	72020140	"965-0043"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"城北町"	"ジョウホクマチ"									
965003800	7	7202	72020141	"965-0038"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"昭和町"	"ショウワマチ"									
965080300	7	7202	72020142	"965-0803"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"城前"	"シロマエ"									
965086600	7	7202	72020143	"965-0866"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"新横町"	"シンヨコマチ"									
965085500	7	7202	72020144	"965-0855"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"住吉町"	"スミヨシマチ"									
965081700	7	7202	72020145	"965-0817"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"千石町"	"センゴクマチ"									
965006000	7	7202	72020146	"965-0060"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"高久工業団地"	"タカクコウギョウダンチ"									
965080600	7	7202	72020147	"965-0806"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"宝町"	"タカラマチ"									
965002200	7	7202	72020148	"965-0022"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"滝沢町"	"タキザワマチ"									
965083500	7	7202	72020149	"965-0835"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"館馬町"	"タテウママチ"									
965083600	7	7202	72020150	"965-0836"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"館脇町"	"タテワキマチ"									
965003700	7	7202	72020151	"965-0037"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"中央"	"チュウオウ"									
965084700	7	7202	72020227	"965-0847"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"対馬館町"	"ツシマダテマチ"									
965001300	7	7202	72020152	"965-0013"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"堤町"	"ツツミマチ"									
965001100	7	7202	72020153	"965-0011"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"鶴賀町"	"ツルガマチ"									
965861100	7	7202	72020153	"965-8611"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"鶴賀町"	"ツルガマチ"						"総合会津中央病院"	"ソウゴウアイヅチユウオウビヨウイン"	"鶴賀町１－１"	
965083200	7	7202	72020154	"965-0832"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"天神町"	"テンジンマチ"									
965080500	7	7202	72020155	"965-0805"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"天寧寺町"	"テンネイジマチ"									
965001600	7	7202	72020156	"965-0016"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"中島町"	"ナカジママチ"									
965087800	7	7202	72020157	"965-0878"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"中町"	"ナカマチ"									
965004400	7	7202	72020158	"965-0044"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"七日町"	"ナノカマチ"									
965084800	7	7202	72020228	"965-0848"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"飯寺北"	"ニイデラキタ"									
965083700	7	7202	72020159	"965-0837"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"錦町"	"ニシキマチ"									
965087700	7	7202	72020160	"965-0877"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"西栄町"	"ニシサカエマチ"									
965004500	7	7202	72020161	"965-0045"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"西七日町"	"ニシナノカマチ"									
965083000	7	7202	72020162	"965-0830"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"西年貢"	"ニシネング"									
965086100	7	7202	72020163	"965-0861"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"日新町"	"ニッシンマチ"									
965004800	7	7202	72020164	"965-0048"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"橋本"	"ハシモト"									
965002700	7	7202	72020165	"965-0027"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"花畑東"	"ハナバタケヒガシ"									
965080400	7	7202	72020166	"965-0804"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"花春町"	"ハナハルマチ"									
965082200	7	7202	72020167	"965-0822"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"花見ケ丘"	"ハナミガオカ"									
965003500	7	7202	72020168	"965-0035"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"馬場町"	"ババマチ"									
965003600	7	7202	72020169	"965-0036"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"馬場本町"	"ババモトマチ"									
965087200	7	7202	72020170	"965-0872"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東栄町"	"ヒガシサカエマチ"									
965860100	7	7202	72020170	"965-8601"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東栄町"	"ヒガシサカエマチ"						"会津若松市役所"	"アイヅワカマツシヤクシヨ"	"東栄町３－４６"	
965850500	7	7202	72020170	"965-8505"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東栄町"	"ヒガシサカエマチ"						"東北電力　株式会社　会津若松支社"	"トウホクデンリヨク　カブシキガイシヤ　アイヅワカマツシシヤ"	"東栄町３－３８"	
965081800	7	7202	72020171	"965-0818"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東千石"	"ヒガシセンゴク"									
965083900	7	7202	72020172	"965-0839"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東年貢"	"ヒガシネング"									
965081300	7	7202	72020173	"965-0813"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東山町石山"	"ヒガシヤママチイシヤマ"									
965858800	7	7202	72020173	"965-8588"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東山町石山"	"ヒガシヤママチイシヤマ"						"（有）　東鳳"	"ユウゲンカイシヤ　トウホウ"	"東山町石山院内７０６"	
965081500	7	7202	72020174	"965-0815"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東山町湯川"	"ヒガシヤママチユガワ"									
965081400	7	7202	72020175	"965-0814"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"東山町湯本"	"ヒガシヤママチユモト"									
965000800	7	7202	72020176	"965-0008"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"桧町"	"ヒノキマチ"									
965002400	7	7202	72020177	"965-0024"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"白虎町"	"ビャッコマチ"									
965085200	7	7202	72020178	"965-0852"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"日吉町"	"ヒヨシマチ"									
965083800	7	7202	72020179	"965-0838"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"古川町"	"フルカワマチ"									
965002600	7	7202	72020180	"965-0026"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"平安町"	"ヘイアンマチ"									
965086200	7	7202	72020181	"965-0862"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"本町"	"ホンマチ"									
965085600	7	7202	72020182	"965-0856"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"幕内東町"	"マクウチヒガシマチ"									
965084900	7	7202	72020229	"965-0849"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"幕内南町"	"マクウチミナミマチ"									
965005400	7	7202	72020183	"965-0054"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町石堂"	"マチキタマチイシドウ"									
965005300	7	7202	72020184	"965-0053"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町上荒久田"	"マチキタマチカミアラクダ"									
965005800	7	7202	72020185	"965-0058"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町中沢"	"マチキタマチナカサワ"									
965008800	7	7202	72020186	"965-0088"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町中沢西"	"マチキタマチナカサワニシ"									
965005200	7	7202	72020187	"965-0052"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町始"	"マチキタマチハシメ"									
965005700	7	7202	72020188	"965-0057"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町藤室"	"マチキタマチフジムロ"									
965005100	7	7202	72020189	"965-0051"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"町北町谷地"	"マチキタマチヤチ"									
965010200	7	7202	72020190	"965-0102"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"真宮新町北"	"マミヤシンマチキタ"									
965010300	7	7202	72020191	"965-0103"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"真宮新町南"	"マミヤシンマチミナミ"									
965086700	7	7202	72020192	"965-0867"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"緑町"	"ミドリマチ"									
965020100	7	7202	72020193	"965-0201"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"湊町赤井"	"ミナトマチアカイ"									
965020200	7	7202	72020194	"965-0202"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"湊町共和"	"ミナトマチキョウワ"									
965020300	7	7202	72020195	"965-0203"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"湊町静潟"	"ミナトマチシズカタ"									
965020400	7	7202	72020196	"965-0204"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"湊町原"	"ミナトマチハラ"									
965020500	7	7202	72020197	"965-0205"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"湊町平潟"	"ミナトマチヒラカタ"									
965081600	7	7202	72020198	"965-0816"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"南千石町"	"ミナミセンゴクマチ"									
965087400	7	7202	72020199	"965-0874"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"南花畑"	"ミナミハナバタケ"									
965080800	7	7202	72020200	"965-0808"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"南町"	"ミナミマチ"									
965080100	7	7202	72020201	"965-0801"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"宮町"	"ミヤマチ"									
965083300	7	7202	72020202	"965-0833"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"明和町"	"メイワマチ"									
965084400	7	7202	72020203	"965-0844"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町一ノ堰"	"モンデンマチイチノセキ"									
965855800	7	7202	72020203	"965-8558"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町一ノ堰"	"モンデンマチイチノセキ"						"リズム工機　株式会社"	"リズムコウキ　カブシキカイシヤ"	"門田町一ノ堰土手外１６８番地"	
965082800	7	7202	72020204	"965-0828"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町面川"	"モンデンマチオモガワ"									
965082600	7	7202	72020205	"965-0826"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町御山"	"モンデンマチオヤマ"									
965082500	7	7202	72020206	"965-0825"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町黒岩"	"モンデンマチクロイワ"									
965084500	7	7202	72020207	"965-0845"	0	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町工業団地"	"モンデンマチコウギョウダンチ"									
965850400	7	7202	72020207	"965-8504"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町工業団地"	"モンデンマチコウギョウダンチ"						"会津富士通セミコンダクターウェハーソリューション　株式会社"	"アイヅフジツウセミコンダクタ－ウエハ－ソリユ－シヨン　カブシキカイシヤ"	"門田町工業団地４番６号"	
965850600	7	7202	72020207	"965-8506"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町工業団地"	"モンデンマチコウギョウダンチ"						"会津富士通セミコンダクターマニュファクチャリング　株式会社"	"アイヅフジツウセミコンダクタ－マニユフアクチヤリング　カブシキガイシヤ"	"門田町工業団地６番地"	
965850200	7	7202	72020207	"965-8502"	1	0	"福島県"	"フクシマケン"	"会津若松市"	"アイヅワカマツシ"	"門田町工業団地"	"モンデンマチコウギョウダンチ"						"会津富士通セミコンダクター　株式会社"	"アイヅフジツウセミコンダクタ－　カブシキガイシヤ"	"門田町工業団地４番地"	
